sender_user_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,segment
U46875,2024-11-17 15:22:51,2,288127,43,3,2,4,Casual
U46876,2024-04-04 21:37:59,1,85470,270,1,1,2,Dormant
U46877,2024-04-08 08:20:59,1,49209,266,1,1,2,Dormant
U46878,2024-12-24 16:52:10,4,128896,6,4,3,3,Champions
U46879,2024-11-03 15:09:44,1,63344,57,3,1,2,Casual
U46880,2024-02-16 23:35:35,1,33785,318,1,1,1,Dormant
U46881,2024-11-14 23:54:06,7,734986,46,3,4,4,Loyal Customers
U46882,2024-09-04 21:25:49,3,50816,117,2,2,2,Dormant
U46883,2024-07-21 11:23:43,3,135572,162,2,2,3,Dormant
U46884,2024-11-29 13:55:05,1,172156,31,4,1,3,New Customers
U46885,2024-12-25 14:00:37,4,71804,5,4,3,2,Champions
U46886,2024-11-26 14:57:48,2,22836,34,4,2,1,Potential Loyalists
U46887,2024-10-13 14:48:30,5,79780,78,3,3,2,Loyal Customers
U46888,2024-09-24 17:19:39,3,113794,97,2,2,2,Dormant
U46889,2024-08-23 09:19:16,1,88000,129,2,1,2,Dormant
U46890,2024-04-13 22:10:42,1,37905,261,1,1,2,Dormant
U46891,2024-12-30 11:39:29,3,369530,0,4,2,4,Potential Loyalists
U46894,2024-11-13 22:16:29,1,4474,47,3,1,1,Casual
U46895,2024-10-15 10:00:31,2,132703,76,3,2,3,Casual
U46896,2024-10-12 21:30:47,3,314705,79,3,2,4,Casual
U46897,2024-03-21 12:31:43,2,118923,284,1,2,3,Dormant
U46898,2024-09-03 13:36:50,2,188276,118,2,2,3,Dormant
U46899,2024-06-01 08:51:01,1,19794,212,1,1,1,Dormant
U46901,2024-02-16 22:14:01,1,22639,318,1,1,1,Dormant
U46902,2024-12-16 10:18:54,4,159576,14,4,3,3,Champions
U46903,2024-09-28 08:13:24,3,51839,93,2,2,2,Dormant
U46904,2024-03-12 08:11:22,1,144089,293,1,1,3,Dormant
U46905,2024-11-30 14:43:43,1,266046,30,4,1,4,New Customers
U46906,2024-09-11 16:49:32,3,136810,110,2,2,3,Dormant
U46907,2024-03-17 08:42:31,1,29570,288,1,1,1,Dormant
U46908,2024-12-21 09:27:57,2,75297,9,4,2,2,Potential Loyalists
U46910,2024-10-30 23:11:42,2,308652,61,3,2,4,Casual
U46911,2024-04-10 09:23:59,1,3481,264,1,1,1,Dormant
U46912,2024-12-25 13:02:07,5,146846,5,4,3,3,Champions
U46913,2024-02-10 08:13:17,1,242360,324,1,1,3,Dormant
U46914,2024-11-23 15:15:50,5,139435,37,4,3,3,Champions
U46915,2024-09-13 13:16:13,4,55704,108,2,3,2,At Risk
U46916,2024-06-30 17:42:48,1,51033,183,1,1,2,Dormant
U46917,2024-09-26 08:29:19,2,139867,95,2,2,3,Dormant
U46918,2024-11-22 12:01:49,5,372149,38,4,3,4,Champions
U46919,2024-01-29 12:54:26,1,80799,336,1,1,2,Dormant
U46920,2024-12-24 16:28:29,4,257880,6,4,3,4,Champions
U46921,2024-09-07 11:26:20,3,530232,114,2,2,4,Dormant
U46922,2024-12-21 19:54:10,4,232708,9,4,3,3,Champions
U46923,2024-11-10 16:08:52,1,5976,50,3,1,1,Casual
U46924,2024-09-29 13:15:31,2,180518,92,2,2,3,Dormant
U46925,2024-08-18 13:00:38,4,106224,134,2,3,2,At Risk
U46926,2024-12-12 14:40:18,3,277723,18,4,2,4,Potential Loyalists
U46927,2024-08-01 15:36:39,1,11849,151,2,1,1,Dormant
U46928,2024-09-20 18:10:12,3,163311,101,2,2,3,Dormant
U46929,2024-11-11 20:48:13,2,22278,49,3,2,1,Casual
U46930,2024-10-16 13:38:14,3,155513,75,3,2,3,Casual
U46931,2024-12-09 15:33:03,3,390098,21,4,2,4,Potential Loyalists
U46932,2024-11-10 15:54:55,3,160361,50,3,2,3,Casual
U46933,2024-10-01 08:06:05,4,127727,90,2,3,3,At Risk
U46934,2024-03-10 17:25:52,2,161788,295,1,2,3,Dormant
U46935,2024-11-10 22:47:50,2,172716,50,3,2,3,Casual
U46936,2024-11-05 11:37:17,1,14247,55,3,1,1,Casual
U46937,2024-10-31 11:51:42,2,229393,60,3,2,3,Casual
U46938,2024-12-16 15:56:39,2,69306,14,4,2,2,Potential Loyalists
U46939,2024-12-27 21:20:43,3,178047,3,4,2,3,Potential Loyalists
U46940,2024-11-14 13:51:52,4,321756,46,3,3,4,Loyal Customers
U46941,2024-10-19 10:22:11,1,144313,72,3,1,3,Casual
U46942,2024-11-13 08:19:54,2,330080,47,3,2,4,Casual
U46944,2024-11-25 08:41:11,2,223344,35,4,2,3,Potential Loyalists
U46945,2024-10-04 21:05:51,2,362463,87,2,2,4,Dormant
U46946,2024-12-29 23:15:25,3,45384,1,4,2,2,Potential Loyalists
U46947,2024-08-07 11:40:46,1,14683,145,2,1,1,Dormant
U46948,2024-10-24 17:12:52,2,44516,67,3,2,2,Casual
U46949,2024-11-06 15:35:34,1,3512,54,3,1,1,Casual
U46951,2024-09-17 19:23:39,1,10647,104,2,1,1,Dormant
U46952,2024-08-26 08:07:22,2,377307,126,2,2,4,Dormant
U46953,2024-05-08 09:47:10,2,195873,236,1,2,3,Dormant
U46954,2024-08-31 18:14:18,2,36235,121,2,2,2,Dormant
U46955,2024-11-26 15:56:26,3,233881,34,4,2,3,Potential Loyalists
U46956,2024-06-07 17:39:21,2,88752,206,1,2,2,Dormant
U46957,2024-09-30 17:38:29,2,164347,91,2,2,3,Dormant
U46958,2024-12-20 21:32:01,4,809094,10,4,3,4,Champions
U46959,2024-11-05 22:58:19,4,528973,55,3,3,4,Loyal Customers
U46960,2024-04-15 21:12:19,2,68993,259,1,2,2,Dormant
U46961,2024-12-03 19:10:20,3,35799,27,4,2,2,Potential Loyalists
U46962,2024-09-28 17:02:46,1,104785,93,2,1,2,Dormant
U46963,2024-10-25 14:03:11,3,153160,66,3,2,3,Casual
U46964,2024-09-25 18:21:36,1,260281,96,2,1,4,Dormant
U46965,2024-09-27 10:19:34,3,44340,94,2,2,2,Dormant
U46966,2024-08-13 22:38:07,2,416517,139,2,2,4,Dormant
U46967,2024-12-25 12:12:27,3,168750,5,4,2,3,Potential Loyalists
U46968,2024-08-04 22:08:19,2,28770,148,2,2,1,Dormant
U46969,2024-11-10 15:45:07,4,283463,50,3,3,4,Loyal Customers
U46970,2024-12-29 09:54:58,3,114309,1,4,2,2,Potential Loyalists
U46971,2024-10-04 11:32:54,4,135317,87,2,3,3,At Risk
U46973,2024-12-22 21:21:19,3,38716,8,4,2,2,Potential Loyalists
U46974,2024-05-30 13:19:20,1,23024,214,1,1,1,Dormant
U46975,2024-12-27 18:05:42,4,79272,3,4,3,2,Champions
U46976,2024-09-16 10:24:23,2,37422,105,2,2,2,Dormant
U46977,2024-10-04 09:47:39,5,332863,87,2,3,4,Can't Lose Them
U46978,2024-11-13 12:00:53,2,9615,47,3,2,1,Casual
U46979,2024-02-08 18:45:28,1,8863,326,1,1,1,Dormant
U46980,2024-09-14 12:57:36,1,23122,107,2,1,1,Dormant
U46981,2024-11-14 23:47:28,3,30941,46,3,2,1,Casual
U46982,2024-02-14 20:49:03,1,108114,320,1,1,2,Dormant
U46983,2024-12-27 22:53:58,1,132318,3,4,1,3,New Customers
U46985,2024-12-04 19:27:21,2,216819,26,4,2,3,Potential Loyalists
U46986,2024-10-28 12:30:52,2,262593,63,3,2,4,Casual
U46987,2024-12-30 20:25:46,4,136009,0,4,3,3,Champions
U46988,2024-09-25 12:12:25,5,523774,96,2,3,4,Can't Lose Them
U46989,2024-11-13 12:16:05,2,12121,47,3,2,1,Casual
U46990,2024-07-20 20:21:36,1,189784,163,2,1,3,Dormant
U46991,2024-08-28 19:52:02,2,55489,124,2,2,2,Dormant
U46992,2024-11-25 08:51:49,1,43013,35,4,1,2,New Customers
U46993,2024-02-28 19:12:26,2,128071,306,1,2,3,Dormant
U46994,2024-12-27 10:05:11,2,36620,3,4,2,2,Potential Loyalists
U46995,2024-11-11 14:41:31,3,44110,49,3,2,2,Casual
U46996,2024-01-11 16:59:26,1,7153,354,1,1,1,Dormant
U46997,2024-11-25 19:47:25,3,667605,35,4,2,4,Potential Loyalists
U46998,2024-10-25 23:15:31,2,9227,66,3,2,1,Casual
U46999,2024-07-21 13:24:39,2,40058,162,2,2,2,Dormant
U47000,2024-02-05 10:23:38,1,17927,329,1,1,1,Dormant
U47001,2024-02-12 15:48:12,1,17599,322,1,1,1,Dormant
U47002,2024-11-11 23:09:08,3,60788,49,3,2,2,Casual
U47004,2024-02-03 23:41:53,2,53069,331,1,2,2,Dormant
U47005,2024-12-16 12:20:22,2,154211,14,4,2,3,Potential Loyalists
U47006,2024-12-29 17:13:55,2,149909,1,4,2,3,Potential Loyalists
U47009,2024-09-29 18:22:24,2,241609,92,2,2,3,Dormant
U47010,2024-11-09 09:52:04,1,27575,51,3,1,1,Casual
U47011,2024-09-19 08:25:45,1,60311,102,2,1,2,Dormant
U47012,2024-04-27 10:11:44,3,238689,247,1,2,3,Dormant
U47013,2024-10-01 16:40:30,3,197663,90,2,2,3,Dormant
U47014,2024-06-05 23:36:06,3,109833,208,1,2,2,Dormant
U47016,2024-10-01 15:05:26,3,221038,90,2,2,3,Dormant
U47018,2024-07-31 16:09:03,2,385527,152,2,2,4,Dormant
U47019,2024-11-27 19:34:20,6,542299,33,4,3,4,Champions
U47020,2024-11-10 21:29:46,1,25555,50,3,1,1,Casual
U47021,2024-06-26 19:43:58,1,4360,187,1,1,1,Dormant
U47022,2024-10-01 14:06:52,2,18582,90,2,2,1,Dormant
U47024,2024-12-10 18:34:22,4,174136,20,4,3,3,Champions
U47027,2024-11-11 19:16:14,3,67759,49,3,2,2,Casual
U47028,2024-05-18 21:54:54,2,243441,226,1,2,3,Dormant
U47029,2024-05-31 22:51:23,1,16381,213,1,1,1,Dormant
U47030,2024-04-25 13:08:17,1,47831,249,1,1,2,Dormant
U47031,2024-11-09 18:07:16,1,102218,51,3,1,2,Casual
U47032,2024-11-28 21:15:13,3,28731,32,4,2,1,Potential Loyalists
U47033,2024-07-12 22:49:37,3,441516,171,1,2,4,Dormant
U47034,2024-09-23 12:18:45,1,404864,98,2,1,4,Dormant
U47035,2024-10-25 19:18:16,3,115655,66,3,2,2,Casual
U47036,2024-11-25 21:38:38,3,209989,35,4,2,3,Potential Loyalists
U47037,2024-04-24 20:39:03,2,300986,250,1,2,4,Dormant
U47038,2024-09-27 12:03:00,2,78157,94,2,2,2,Dormant
U47039,2024-11-09 20:09:17,2,694796,51,3,2,4,Casual
U47041,2024-06-09 21:52:27,1,28057,204,1,1,1,Dormant
U47042,2024-10-14 15:07:15,4,264101,77,3,3,4,Loyal Customers
U47043,2024-08-22 12:00:53,1,27618,130,2,1,1,Dormant
U47045,2024-10-06 20:40:47,3,189692,85,2,2,3,Dormant
U47046,2024-10-07 13:37:49,3,237414,84,2,2,3,Dormant
U47048,2024-09-26 08:24:24,2,147447,95,2,2,3,Dormant
U47049,2024-11-30 14:22:22,1,9939,30,4,1,1,New Customers
U47050,2024-11-10 18:25:01,2,256689,50,3,2,4,Casual
U47051,2024-06-05 13:32:52,2,262375,208,1,2,4,Dormant
U47052,2024-04-24 09:31:00,1,166981,250,1,1,3,Dormant
U47053,2024-11-19 22:42:16,1,23756,41,4,1,1,New Customers
U47054,2024-10-13 12:44:07,3,166933,78,3,2,3,Casual
U47055,2024-12-11 22:28:50,3,372254,19,4,2,4,Potential Loyalists
U47056,2024-10-01 18:31:41,2,109006,90,2,2,2,Dormant
U47057,2024-10-15 09:28:43,4,233942,76,3,3,3,Loyal Customers
U47058,2024-12-04 17:58:47,3,45557,26,4,2,2,Potential Loyalists
U47059,2024-08-14 09:25:28,2,106978,138,2,2,2,Dormant
U47060,2024-02-13 18:42:53,4,364198,321,1,3,4,Can't Lose Them
U47061,2024-10-27 08:48:11,2,81324,64,3,2,2,Casual
U47062,2024-12-09 22:31:54,5,226754,21,4,3,3,Champions
U47063,2024-08-13 16:06:08,1,3933,139,2,1,1,Dormant
U47065,2024-11-28 17:09:04,5,506383,32,4,3,4,Champions
U47067,2024-11-12 18:42:29,1,29087,48,3,1,1,Casual
U47068,2024-11-19 08:40:53,3,255806,41,4,2,4,Potential Loyalists
U47069,2024-03-06 23:03:55,1,37280,299,1,1,2,Dormant
U47070,2024-11-06 23:51:18,8,535905,54,3,4,4,Loyal Customers
U47071,2024-11-09 12:25:44,2,108846,51,3,2,2,Casual
U47072,2024-11-11 20:27:15,2,238466,49,3,2,3,Casual
U47073,2024-11-05 17:36:14,2,28502,55,3,2,1,Casual
U47074,2024-07-27 17:33:57,1,170483,156,2,1,3,Dormant
U47075,2024-07-22 21:12:51,1,3325,161,2,1,1,Dormant
U47076,2024-01-24 21:22:16,1,106544,341,1,1,2,Dormant
U47077,2024-05-21 19:53:18,3,409178,223,1,2,4,Dormant
U47078,2024-10-14 21:17:47,3,34985,77,3,2,1,Casual
U47079,2024-10-03 09:22:59,3,37709,88,2,2,2,Dormant
U47081,2024-12-22 12:01:25,2,42706,8,4,2,2,Potential Loyalists
U47082,2024-08-02 14:38:40,2,137240,150,2,2,3,Dormant
U47083,2024-05-08 11:16:10,2,71607,236,1,2,2,Dormant
U47085,2024-11-05 20:39:28,3,119403,55,3,2,3,Casual
U47087,2024-11-11 20:29:20,4,340831,49,3,3,4,Loyal Customers
U47088,2024-09-05 21:16:32,3,542096,116,2,2,4,Dormant
U47089,2024-10-05 15:57:43,2,20898,86,2,2,1,Dormant
U47090,2024-11-30 10:29:01,3,90350,30,4,2,2,Potential Loyalists
U47091,2024-02-14 20:55:56,1,12868,320,1,1,1,Dormant
U47092,2024-02-05 19:41:11,1,8126,329,1,1,1,Dormant
U47093,2024-08-07 11:50:34,2,390692,145,2,2,4,Dormant
U47094,2024-11-12 19:55:22,3,222211,48,3,2,3,Casual
U47095,2024-12-07 10:43:25,2,38166,23,4,2,2,Potential Loyalists
U47096,2024-08-08 23:37:33,2,107062,144,2,2,2,Dormant
U47097,2024-12-21 16:22:22,2,197993,9,4,2,3,Potential Loyalists
U47098,2024-08-31 18:19:20,2,247557,121,2,2,3,Dormant
U47099,2024-11-13 16:18:58,3,30434,47,3,2,1,Casual
U47100,2024-10-20 13:30:09,4,724720,71,3,3,4,Loyal Customers
U47101,2024-11-29 20:27:57,1,2950,31,4,1,1,New Customers
U47102,2024-12-11 10:15:43,2,66461,19,4,2,2,Potential Loyalists
U47103,2024-08-11 18:24:12,3,445757,141,2,2,4,Dormant
U47104,2024-11-14 11:26:09,4,75637,46,3,3,2,Loyal Customers
U47105,2024-06-08 16:51:48,4,44899,205,1,3,2,At Risk
U47106,2024-11-06 13:53:42,3,94619,54,3,2,2,Casual
U47107,2024-08-27 09:59:18,1,500000,125,2,1,4,Dormant
U47108,2024-10-02 11:46:34,2,166869,89,2,2,3,Dormant
U47109,2024-12-29 20:16:55,3,551776,1,4,2,4,Potential Loyalists
U47110,2024-10-01 20:53:49,2,27313,90,2,2,1,Dormant
U47111,2024-11-10 14:10:15,2,21232,50,3,2,1,Casual
U47113,2024-11-11 10:12:41,1,14573,49,3,1,1,Casual
U47114,2024-12-20 18:33:23,2,261779,10,4,2,4,Potential Loyalists
U47115,2024-11-17 11:22:02,4,75397,43,3,3,2,Loyal Customers
U47116,2024-12-30 17:18:40,2,330296,0,4,2,4,Potential Loyalists
U47117,2024-08-01 09:35:58,2,357652,151,2,2,4,Dormant
U47118,2024-02-01 14:20:28,1,246076,333,1,1,3,Dormant
U47119,2024-12-25 13:24:05,3,64987,5,4,2,2,Potential Loyalists
U47120,2024-05-17 16:46:23,1,159166,227,1,1,3,Dormant
U47121,2024-11-14 08:39:26,2,275910,46,3,2,4,Casual
U47123,2024-07-12 14:57:17,2,104551,171,1,2,2,Dormant
U47124,2024-06-03 20:14:53,1,18035,210,1,1,1,Dormant
U47125,2024-11-13 15:05:33,1,7952,47,3,1,1,Casual
U47126,2024-11-27 17:59:52,4,33648,33,4,3,1,Champions
U47127,2024-11-24 12:44:08,4,694816,36,4,3,4,Champions
U47128,2024-06-03 14:25:28,4,200144,210,1,3,3,At Risk
U47129,2024-10-03 09:17:18,3,138499,88,2,2,3,Dormant
U47130,2024-10-27 16:08:44,3,39894,64,3,2,2,Casual
U47131,2024-06-16 09:30:31,2,414664,197,1,2,4,Dormant
U47132,2024-11-08 16:35:33,4,390375,52,3,3,4,Loyal Customers
U47133,2024-01-12 18:16:01,1,114649,353,1,1,2,Dormant
U47134,2024-11-30 17:50:13,4,26620,30,4,3,1,Champions
U47135,2024-02-01 15:45:24,3,75984,333,1,2,2,Dormant
U47136,2024-12-30 14:41:16,6,195000,0,4,3,3,Champions
U47137,2024-12-24 16:53:53,3,249848,6,4,2,3,Potential Loyalists
U47138,2024-07-08 21:07:28,1,12183,175,1,1,1,Dormant
U47140,2024-11-11 19:09:09,4,235340,49,3,3,3,Loyal Customers
U47141,2024-10-01 18:34:16,2,59773,90,2,2,2,Dormant
U47143,2024-11-14 13:19:59,9,614978,46,3,4,4,Loyal Customers
U47144,2024-05-21 20:47:34,4,220832,223,1,3,3,At Risk
U47145,2024-09-07 10:48:34,3,83443,114,2,2,2,Dormant
U47146,2024-02-03 11:32:16,2,177708,331,1,2,3,Dormant
U47147,2024-05-03 19:06:39,1,68717,241,1,1,2,Dormant
U47148,2024-12-19 13:44:12,4,186790,11,4,3,3,Champions
U47150,2024-12-24 10:07:49,3,115835,6,4,2,3,Potential Loyalists
U47151,2024-12-15 12:35:28,5,209280,15,4,3,3,Champions
U47152,2024-10-12 08:33:10,4,390260,79,3,3,4,Loyal Customers
U47153,2024-11-12 08:21:29,3,61753,48,3,2,2,Casual
U47154,2024-12-25 17:53:30,2,185959,5,4,2,3,Potential Loyalists
U47155,2024-06-04 15:55:00,2,168876,209,1,2,3,Dormant
U47156,2024-04-01 22:49:08,1,117464,273,1,1,3,Dormant
U47157,2024-07-29 13:44:44,2,147269,154,2,2,3,Dormant
U47158,2024-05-02 18:55:50,3,99869,242,1,2,2,Dormant
U47159,2024-08-12 22:24:21,5,253695,140,2,3,3,At Risk
U47160,2024-09-07 16:49:35,1,3768,114,2,1,1,Dormant
U47161,2024-11-11 13:03:21,2,44613,49,3,2,2,Casual
U47162,2024-11-11 10:10:21,3,92577,49,3,2,2,Casual
U47163,2024-09-06 17:16:58,4,101962,115,2,3,2,At Risk
U47164,2024-02-16 18:03:49,1,9859,318,1,1,1,Dormant
U47165,2024-11-27 19:47:43,5,109921,33,4,3,2,Champions
U47166,2024-12-30 11:48:33,4,103927,0,4,3,2,Champions
U47168,2024-11-13 08:15:17,3,324915,47,3,2,4,Casual
U47169,2024-08-15 15:19:34,3,107728,137,2,2,2,Dormant
U47170,2024-12-10 23:02:16,3,131902,20,4,2,3,Potential Loyalists
U47172,2024-11-06 19:35:49,4,394684,54,3,3,4,Loyal Customers
U47173,2024-09-25 14:15:14,3,656836,96,2,2,4,Dormant
U47174,2024-11-22 14:45:03,5,121657,38,4,3,3,Champions
U47175,2024-10-18 14:00:55,3,132942,73,3,2,3,Casual
U47176,2024-06-01 15:27:35,1,66590,212,1,1,2,Dormant
U47177,2024-09-21 11:16:44,3,93957,100,2,2,2,Dormant
U47179,2024-11-10 15:20:32,2,5611,50,3,2,1,Casual
U47180,2024-07-05 15:41:24,2,18501,178,1,2,1,Dormant
U47181,2024-09-23 18:00:03,1,142175,98,2,1,3,Dormant
U47182,2024-11-09 16:01:10,3,70213,51,3,2,2,Casual
U47183,2024-01-01 11:56:39,1,28715,364,1,1,1,Dormant
U47184,2024-04-10 12:11:21,1,25815,264,1,1,1,Dormant
U47185,2024-02-22 12:03:19,2,6539,312,1,2,1,Dormant
U47186,2024-11-11 11:46:46,2,13595,49,3,2,1,Casual
U47187,2024-09-11 08:07:24,1,21107,110,2,1,1,Dormant
U47188,2024-11-29 17:40:57,4,70229,31,4,3,2,Champions
U47189,2024-10-11 22:27:24,4,60027,80,2,3,2,At Risk
U47190,2024-10-30 20:43:58,1,13611,61,3,1,1,Casual
U47191,2024-12-17 14:56:53,3,527430,13,4,2,4,Potential Loyalists
U47192,2024-12-26 22:11:55,4,170216,4,4,3,3,Champions
U47193,2024-10-02 17:02:03,3,224778,89,2,2,3,Dormant
U47194,2024-09-07 12:49:45,1,3589,114,2,1,1,Dormant
U47195,2024-10-25 12:03:04,2,169929,66,3,2,3,Casual
U47196,2024-11-13 17:51:48,3,389292,47,3,2,4,Casual
U47198,2024-01-30 08:05:36,1,465857,335,1,1,4,Dormant
U47199,2024-09-26 09:48:50,1,93119,95,2,1,2,Dormant
U47200,2024-08-21 20:58:33,2,175317,131,2,2,3,Dormant
U47201,2024-06-07 14:36:58,2,31118,206,1,2,1,Dormant
U47202,2024-11-08 14:36:53,2,46346,52,3,2,2,Casual
U47203,2024-08-06 08:16:03,2,243143,146,2,2,3,Dormant
U47204,2024-11-24 20:21:32,3,235192,36,4,2,3,Potential Loyalists
U47206,2024-09-17 15:39:56,2,4504,104,2,2,1,Dormant
U47207,2024-03-30 08:32:08,2,15939,275,1,2,1,Dormant
U47208,2024-06-23 22:25:40,2,328251,190,1,2,4,Dormant
U47209,2024-12-15 16:51:10,1,3423,15,4,1,1,New Customers
U47210,2024-12-20 12:07:52,4,193269,10,4,3,3,Champions
U47211,2024-12-18 11:03:13,3,130651,12,4,2,3,Potential Loyalists
U47212,2024-05-10 11:47:16,2,90445,234,1,2,2,Dormant
U47213,2024-11-12 19:26:17,3,116750,48,3,2,3,Casual
U47214,2024-12-28 12:03:54,5,252843,2,4,3,3,Champions
U47215,2024-11-04 20:05:14,4,180661,56,3,3,3,Loyal Customers
U47216,2024-12-27 23:50:50,5,76618,3,4,3,2,Champions
U47217,2024-11-13 23:53:23,1,7699,47,3,1,1,Casual
U47218,2024-12-26 23:02:41,6,322075,4,4,3,4,Champions
U47219,2024-12-05 14:35:12,5,29049,25,4,3,1,Champions
U47220,2024-09-28 16:14:55,3,46106,93,2,2,2,Dormant
U47221,2024-08-28 16:29:28,2,18304,124,2,2,1,Dormant
U47222,2024-01-23 13:16:43,1,10281,342,1,1,1,Dormant
U47223,2024-10-18 08:25:41,2,146437,73,3,2,3,Casual
U47224,2024-09-11 13:25:47,2,60710,110,2,2,2,Dormant
U47226,2024-06-24 16:06:27,3,47705,189,1,2,2,Dormant
U47227,2024-11-13 20:37:00,3,136538,47,3,2,3,Casual
U47228,2024-10-02 23:21:26,1,30498,89,2,1,1,Dormant
U47229,2024-07-09 16:26:59,4,274822,174,1,3,4,Can't Lose Them
U47230,2024-09-18 14:06:28,1,38478,103,2,1,2,Dormant
U47231,2024-03-30 10:39:50,1,88028,275,1,1,2,Dormant
U47232,2024-12-16 21:51:41,1,9542,14,4,1,1,New Customers
U47233,2024-12-20 23:41:18,1,18232,10,4,1,1,New Customers
U47234,2024-11-25 19:03:04,2,50704,35,4,2,2,Potential Loyalists
U47235,2024-01-29 10:47:54,1,259146,336,1,1,4,Dormant
U47236,2024-11-13 19:09:01,2,6083,47,3,2,1,Casual
U47237,2024-08-22 15:27:01,6,338119,130,2,3,4,Can't Lose Them
U47238,2024-02-25 23:22:11,1,4726,309,1,1,1,Dormant
U47241,2024-12-30 11:01:37,4,162222,0,4,3,3,Champions
U47242,2024-12-20 20:34:30,1,43219,10,4,1,2,New Customers
U47243,2024-01-22 22:21:39,1,7978,343,1,1,1,Dormant
U47244,2024-11-12 15:26:23,2,222755,48,3,2,3,Casual
U47245,2024-11-27 08:17:48,1,2574,33,4,1,1,New Customers
U47246,2024-06-05 11:57:05,2,72868,208,1,2,2,Dormant
U47247,2024-09-01 11:59:35,2,410624,120,2,2,4,Dormant
U47248,2024-02-13 12:27:49,2,29871,321,1,2,1,Dormant
U47249,2024-07-26 18:53:33,3,45100,157,2,2,2,Dormant
U47250,2024-04-07 12:07:11,1,137881,267,1,1,3,Dormant
U47251,2024-09-09 14:49:45,2,26114,112,2,2,1,Dormant
U47252,2024-11-14 13:01:06,6,381667,46,3,3,4,Loyal Customers
U47253,2024-11-13 20:54:54,1,463180,47,3,1,4,Casual
U47254,2024-09-24 22:47:54,3,87275,97,2,2,2,Dormant
U47255,2024-01-02 15:02:05,1,3155,363,1,1,1,Dormant
U47256,2024-11-11 22:24:12,5,141576,49,3,3,3,Loyal Customers
U47257,2024-11-13 23:06:41,1,6522,47,3,1,1,Casual
U47258,2024-05-11 20:15:52,2,29844,233,1,2,1,Dormant
U47259,2024-02-19 09:33:35,1,6952,315,1,1,1,Dormant
U47260,2024-09-14 16:22:01,4,447879,107,2,3,4,Can't Lose Them
U47261,2024-11-07 11:59:14,3,65298,53,3,2,2,Casual
U47262,2024-11-21 15:07:01,2,20080,39,4,2,1,Potential Loyalists
U47263,2024-11-27 08:45:18,1,3038,33,4,1,1,New Customers
U47264,2024-06-28 20:15:15,2,22650,185,1,2,1,Dormant
U47265,2024-11-29 09:19:15,2,249467,31,4,2,3,Potential Loyalists
U47266,2024-11-13 08:53:47,3,63230,47,3,2,2,Casual
U47268,2024-07-13 20:59:53,2,44860,170,1,2,2,Dormant
U47269,2024-05-08 08:48:53,4,580163,236,1,3,4,Can't Lose Them
U47270,2024-02-05 19:18:16,1,4585,329,1,1,1,Dormant
U47271,2024-12-15 11:23:29,1,13830,15,4,1,1,New Customers
U47273,2024-08-15 19:11:19,3,431158,137,2,2,4,Dormant
U47274,2024-07-24 09:15:12,4,692919,159,2,3,4,Can't Lose Them
U47275,2024-09-25 21:20:28,2,72100,96,2,2,2,Dormant
U47276,2024-12-02 16:31:03,1,80066,28,4,1,2,New Customers
U47277,2024-10-16 11:26:07,2,154936,75,3,2,3,Casual
U47278,2024-11-20 14:11:01,4,69640,40,4,3,2,Champions
U47279,2024-11-28 17:11:18,1,66132,32,4,1,2,New Customers
U47280,2024-09-27 15:19:44,2,38806,94,2,2,2,Dormant
U47281,2024-08-31 21:02:07,2,14549,121,2,2,1,Dormant
U47282,2024-12-08 11:52:26,2,29258,22,4,2,1,Potential Loyalists
U47283,2024-06-17 09:50:02,1,4063,196,1,1,1,Dormant
U47284,2024-10-11 08:14:00,3,351867,80,2,2,4,Dormant
U47285,2024-02-02 16:28:44,1,500000,332,1,1,4,Dormant
U47286,2024-11-25 13:42:11,8,331290,35,4,4,4,Champions
U47288,2024-11-11 23:23:14,5,97572,49,3,3,2,Loyal Customers
U47290,2024-09-24 08:22:36,1,2918,97,2,1,1,Dormant
U47291,2024-05-09 10:52:32,1,2382,235,1,1,1,Dormant
U47292,2024-01-27 16:44:06,1,18174,338,1,1,1,Dormant
U47294,2024-11-09 23:34:46,2,9389,51,3,2,1,Casual
U47295,2024-09-30 19:12:01,1,115728,91,2,1,3,Dormant
U47296,2024-08-26 22:12:13,1,33907,126,2,1,1,Dormant
U47297,2024-11-13 19:11:26,2,155959,47,3,2,3,Casual
U47298,2024-11-16 18:07:57,5,730085,44,3,3,4,Loyal Customers
U47299,2024-07-17 17:12:32,1,12630,166,2,1,1,Dormant
U47300,2024-11-29 17:46:45,2,27824,31,4,2,1,Potential Loyalists
U47301,2024-09-16 15:37:53,5,194034,105,2,3,3,At Risk
U47302,2024-02-21 14:34:55,2,19909,313,1,2,1,Dormant
U47305,2024-11-12 19:47:56,4,77391,48,3,3,2,Loyal Customers
U47306,2024-10-29 12:47:56,3,335730,62,3,2,4,Casual
U47307,2024-11-11 19:16:59,2,567863,49,3,2,4,Casual
U47308,2024-12-25 12:13:36,2,71374,5,4,2,2,Potential Loyalists
U47309,2024-09-24 21:55:10,1,28063,97,2,1,1,Dormant
U47310,2024-11-05 23:59:05,2,12673,55,3,2,1,Casual
U47311,2024-02-14 12:31:19,1,209190,320,1,1,3,Dormant
